,Date,State,TotalSamples,Negative,Positive,month
0,17/04/2020,Andaman and Nicobar Islands,1403,1210,12,April
1,24/04/2020,Andaman and Nicobar Islands,2679,,27,April
2,27/04/2020,Andaman and Nicobar Islands,2848,,33,April
3,1/05/2020,Andaman and Nicobar Islands,3754,,33,May
4,16/05/2020,Andaman and Nicobar Islands,6677,,33,May
5,19/05/2020,Andaman and Nicobar Islands,6965,,33,May
6,20/05/2020,Andaman and Nicobar Islands,7082,,33,May
7,21/05/2020,Andaman and Nicobar Islands,7167,,33,May
8,22/05/2020,Andaman and Nicobar Islands,7263,,33,May
9,23/05/2020,Andaman and Nicobar Islands,7327,,33,May
10,24/05/2020,Andaman and Nicobar Islands,7327,,33,May
11,25/05/2020,Andaman and Nicobar Islands,7363,,33,May
12,26/05/2020,Andaman and Nicobar Islands,7448,,33,May
13,27/05/2020,Andaman and Nicobar Islands,7499,,33,May
14,28/05/2020,Andaman and Nicobar Islands,7519,,33,May
15,29/05/2020,Andaman and Nicobar Islands,7567,,33,May
16,30/05/2020,Andaman and Nicobar Islands,7567,,33,May
17,31/05/2020,Andaman and Nicobar Islands,7706,,33,May
18,1/06/2020,Andaman and Nicobar Islands,7805,,33,June
19,2/06/2020,Andaman and Nicobar Islands,8086,,33,June
20,3/06/2020,Andaman and Nicobar Islands,8295,,33,June
21,4/06/2020,Andaman and Nicobar Islands,8413,,33,June
22,5/06/2020,Andaman and Nicobar Islands,8694,,33,June
23,6/06/2020,Andaman and Nicobar Islands,9037,,33,June
24,7/06/2020,Andaman and Nicobar Islands,9242,,33,June
25,8/06/2020,Andaman and Nicobar Islands,9341,,33,June
26,9/06/2020,Andaman and Nicobar Islands,9859,,33,June
27,10/06/2020,Andaman and Nicobar Islands,10010,,35,June
28,11/06/2020,Andaman and Nicobar Islands,10226,,38,June
29,12/06/2020,Andaman and Nicobar Islands,10697,,38,June
30,13/06/2020,Andaman and Nicobar Islands,10955,,38,June
31,14/06/2020,Andaman and Nicobar Islands,11356,,38,June
32,15/06/2020,Andaman and Nicobar Islands,11518,,41,June
33,16/06/2020,Andaman and Nicobar Islands,11809,,44,June
34,17/06/2020,Andaman and Nicobar Islands,12239,,44,June
35,18/06/2020,Andaman and Nicobar Islands,12622,,45,June
36,19/06/2020,Andaman and Nicobar Islands,12930,,47,June
37,20/06/2020,Andaman and Nicobar Islands,13320,,47,June
38,21/06/2020,Andaman and Nicobar Islands,13434,,48,June
39,22/06/2020,Andaman and Nicobar Islands,13511,,48,June
40,23/06/2020,Andaman and Nicobar Islands,13723,,50,June
41,24/06/2020,Andaman and Nicobar Islands,13994,,56,June
42,25/06/2020,Andaman and Nicobar Islands,14277,,59,June
43,26/06/2020,Andaman and Nicobar Islands,14583,,72,June
44,27/06/2020,Andaman and Nicobar Islands,14851,,73,June
45,28/06/2020,Andaman and Nicobar Islands,15094,,83,June
46,29/06/2020,Andaman and Nicobar Islands,15410,,90,June
47,30/06/2020,Andaman and Nicobar Islands,15709,,97,June
48,1/07/2020,Andaman and Nicobar Islands,15982,,100,July
49,2/07/2020,Andaman and Nicobar Islands,16278,,109,July
50,3/07/2020,Andaman and Nicobar Islands,16626,,116,July
51,4/07/2020,Andaman and Nicobar Islands,16832,,119,July
52,5/07/2020,Andaman and Nicobar Islands,16909,,125,July
53,6/07/2020,Andaman and Nicobar Islands,17095,,141,July
54,7/07/2020,Andaman and Nicobar Islands,17381,,147,July
55,8/07/2020,Andaman and Nicobar Islands,17643,,149,July
56,9/07/2020,Andaman and Nicobar Islands,17852,,151,July
57,10/07/2020,Andaman and Nicobar Islands,18046,,156,July
58,11/07/2020,Andaman and Nicobar Islands,18315,,163,July
59,12/07/2020,Andaman and Nicobar Islands,18447,,163,July
60,13/07/2020,Andaman and Nicobar Islands,18609,,166,July
61,14/07/2020,Andaman and Nicobar Islands,18884,,171,July
62,15/07/2020,Andaman and Nicobar Islands,19061,,176,July
63,16/07/2020,Andaman and Nicobar Islands,19227,,180,July
64,17/07/2020,Andaman and Nicobar Islands,19421,,194,July
65,18/07/2020,Andaman and Nicobar Islands,19671,,198,July
66,19/07/2020,Andaman and Nicobar Islands,19904,,203,July
67,20/07/2020,Andaman and Nicobar Islands,20301,,207,July
68,21/07/2020,Andaman and Nicobar Islands,20642,,212,July
69,22/07/2020,Andaman and Nicobar Islands,21043,,221,July
70,23/07/2020,Andaman and Nicobar Islands,21310,,240,July
71,24/07/2020,Andaman and Nicobar Islands,21743,,259,July
72,25/07/2020,Andaman and Nicobar Islands,21965,,290,July
73,26/07/2020,Andaman and Nicobar Islands,22049,,324,July
74,27/07/2020,Andaman and Nicobar Islands,22548,,338,July
75,28/07/2020,Andaman and Nicobar Islands,22925,,363,July
76,29/07/2020,Andaman and Nicobar Islands,23217,,428,July
77,30/07/2020,Andaman and Nicobar Islands,23615,,471,July
78,31/07/2020,Andaman and Nicobar Islands,24038,,548,July
79,1/08/2020,Andaman and Nicobar Islands,24308,,636,August
80,2/08/2020,Andaman and Nicobar Islands,24580,,734,August
81,3/08/2020,Andaman and Nicobar Islands,25034,,830,August
82,4/08/2020,Andaman and Nicobar Islands,25492,,928,August
83,5/08/2020,Andaman and Nicobar Islands,25826,,1027,August
84,6/08/2020,Andaman and Nicobar Islands,26516,,1123,August
85,7/08/2020,Andaman and Nicobar Islands,26915,,1222,August
86,8/08/2020,Andaman and Nicobar Islands,27073,,1351,August
87,9/08/2020,Andaman and Nicobar Islands,27103,,1490,August
88,10/08/2020,Andaman and Nicobar Islands,27346,,1625,August
89,11/08/2020,Andaman and Nicobar Islands,27455,,1764,August
90,12/08/2020,Andaman and Nicobar Islands,27744,,1900,August
91,13/08/2020,Andaman and Nicobar Islands,27973,,2037,August
92,14/08/2020,Andaman and Nicobar Islands,28129,,2186,August
93,15/08/2020,Andaman and Nicobar Islands,28209,,2306,August
94,16/08/2020,Andaman and Nicobar Islands,28229,,2399,August
95,17/08/2020,Andaman and Nicobar Islands,28672,,2445,August
96,18/08/2020,Andaman and Nicobar Islands,28937,,2529,August
97,19/08/2020,Andaman and Nicobar Islands,29303,,2604,August
98,20/08/2020,Andaman and Nicobar Islands,29487,,2680,August
99,21/08/2020,Andaman and Nicobar Islands,29573,,2747,August
100,22/08/2020,Andaman and Nicobar Islands,29888,,2808,August
101,23/08/2020,Andaman and Nicobar Islands,30278,,2860,August
102,24/08/2020,Andaman and Nicobar Islands,30513,,2904,August
103,25/08/2020,Andaman and Nicobar Islands,31082,,2945,August
104,26/08/2020,Andaman and Nicobar Islands,31646,,2985,August
105,27/08/2020,Andaman and Nicobar Islands,31830,,3018,August
106,28/08/2020,Andaman and Nicobar Islands,32100,,3050,August
107,29/08/2020,Andaman and Nicobar Islands,32407,,3081,August
108,30/08/2020,Andaman and Nicobar Islands,32674,,3104,August
109,31/08/2020,Andaman and Nicobar Islands,33485,,3132,August
110,1/09/2020,Andaman and Nicobar Islands,35104,,3160,September
111,2/09/2020,Andaman and Nicobar Islands,36136,,,September
112,3/09/2020,Andaman and Nicobar Islands,37075,,3223,September
113,4/09/2020,Andaman and Nicobar Islands,37825,,3257,September
114,5/09/2020,Andaman and Nicobar Islands,38574,,3292,September
115,6/09/2020,Andaman and Nicobar Islands,39205,,3332,September
116,7/09/2020,Andaman and Nicobar Islands,39995,,3359,September
117,8/09/2020,Andaman and Nicobar Islands,41039,,3392,September
118,9/09/2020,Andaman and Nicobar Islands,41776,,3426,September
119,10/09/2020,Andaman and Nicobar Islands,42792,,3465,September
120,11/09/2020,Andaman and Nicobar Islands,43680,,3494,September
121,12/09/2020,Andaman and Nicobar Islands,44570,,3521,September
122,13/09/2020,Andaman and Nicobar Islands,45279,,3546,September
123,14/09/2020,Andaman and Nicobar Islands,45987,,3557,September
124,15/09/2020,Andaman and Nicobar Islands,46823,,3574,September
125,16/09/2020,Andaman and Nicobar Islands,47794,,3593,September
126,17/09/2020,Andaman and Nicobar Islands,48861,,3604,September
127,18/09/2020,Andaman and Nicobar Islands,50035,,3631,September
128,19/09/2020,Andaman and Nicobar Islands,50681,,3644,September
129,20/09/2020,Andaman and Nicobar Islands,51262,,3651,September
130,21/09/2020,Andaman and Nicobar Islands,52220,,3673,September
131,22/09/2020,Andaman and Nicobar Islands,52845,,3691,September
132,23/09/2020,Andaman and Nicobar Islands,53591,,3712,September
133,24/09/2020,Andaman and Nicobar Islands,52992,,3744,September
134,25/09/2020,Andaman and Nicobar Islands,55169,,3759,September
135,26/09/2020,Andaman and Nicobar Islands,56059,,3774,September
136,27/09/2020,Andaman and Nicobar Islands,56661,,3794,September
137,28/09/2020,Andaman and Nicobar Islands,57343,,3803,September
138,29/09/2020,Andaman and Nicobar Islands,58135,,3821,September
139,30/09/2020,Andaman and Nicobar Islands,58763,,3835,September
140,1/10/2020,Andaman and Nicobar Islands,59676,,3848,October
141,2/10/2020,Andaman and Nicobar Islands,60437,,3858,October
142,3/10/2020,Andaman and Nicobar Islands,61231,,3868,October
143,4/10/2020,Andaman and Nicobar Islands,62103,,3884,October
144,5/10/2020,Andaman and Nicobar Islands,63009,,3899,October
145,6/10/2020,Andaman and Nicobar Islands,63790,,3912,October
146,7/10/2020,Andaman and Nicobar Islands,65111,,3935,October
147,8/10/2020,Andaman and Nicobar Islands,66244,,3952,October
148,9/10/2020,Andaman and Nicobar Islands,67332,,3976,October
149,10/10/2020,Andaman and Nicobar Islands,68464,,3992,October
150,11/10/2020,Andaman and Nicobar Islands,69146,,4005,October
151,12/10/2020,Andaman and Nicobar Islands,69932,,4023,October
152,13/10/2020,Andaman and Nicobar Islands,70780,,4036,October
153,14/10/2020,Andaman and Nicobar Islands,71624,,4046,October
154,15/10/2020,Andaman and Nicobar Islands,72525,,4062,October
155,16/10/2020,Andaman and Nicobar Islands,73363,,4072,October
156,17/10/2020,Andaman and Nicobar Islands,74277,,4083,October
157,18/10/2020,Andaman and Nicobar Islands,75030,,4108,October
158,19/10/2020,Andaman and Nicobar Islands,75977,,4126,October
159,20/10/2020,Andaman and Nicobar Islands,77200,,4141,October
160,21/10/2020,Andaman and Nicobar Islands,78303,,4168,October
161,22/10/2020,Andaman and Nicobar Islands,79301,,4184,October
162,23/10/2020,Andaman and Nicobar Islands,80768,,4207,October
163,24/10/2020,Andaman and Nicobar Islands,81880,,4225,October
164,25/10/2020,Andaman and Nicobar Islands,82626,,4245,October
165,26/10/2020,Andaman and Nicobar Islands,83115,,4253,October
166,2/04/2020,Andhra Pradesh,1800,1175,132,April
167,10/04/2020,Andhra Pradesh,6374,6009,365,April
168,11/04/2020,Andhra Pradesh,6958,6577,381,April
169,12/04/2020,Andhra Pradesh,6958,6553,405,April
170,13/04/2020,Andhra Pradesh,8755,8323,432,April
171,14/04/2020,Andhra Pradesh,10505,10032,473,April
172,15/04/2020,Andhra Pradesh,11613,11088,525,April
173,16/04/2020,Andhra Pradesh,20235,19701,534,April
174,17/04/2020,Andhra Pradesh,20235,,572,April
175,18/04/2020,Andhra Pradesh,21450,20487,603,April
176,19/04/2020,Andhra Pradesh,26958,26311,647,April
177,20/04/2020,Andhra Pradesh,30733,30011,722,April
178,21/04/2020,Andhra Pradesh,35755,34998,757,April
179,22/04/2020,Andhra Pradesh,41512,40699,813,April
180,23/04/2020,Andhra Pradesh,48032,47139,893,April
181,24/04/2020,Andhra Pradesh,54338,53383,955,April
182,25/04/2020,Andhra Pradesh,61266,60250,1016,April
183,26/04/2020,Andhra Pradesh,68034,66937,1097,April
184,27/04/2020,Andhra Pradesh,74551,73374,1177,April
185,28/04/2020,Andhra Pradesh,80334,79075,1259,April
186,29/04/2020,Andhra Pradesh,88061,86729,1332,April
187,30/04/2020,Andhra Pradesh,94558,93155,1403,April
188,1/05/2020,Andhra Pradesh,102460,100997,1463,May
189,2/05/2020,Andhra Pradesh,108403,106878,1525,May
190,3/05/2020,Andhra Pradesh,114937,113354,1583,May
191,4/05/2020,Andhra Pradesh,125229,123579,1650,May
192,5/05/2020,Andhra Pradesh,133492,131775,1717,May
193,6/05/2020,Andhra Pradesh,141274,139497,1777,May
194,7/05/2020,Andhra Pradesh,149361,147528,1833,May
195,8/05/2020,Andhra Pradesh,156681,154794,1887,May
196,9/05/2020,Andhra Pradesh,165069,163139,1930,May
197,10/05/2020,Andhra Pradesh,173735,171755,1980,May
198,11/05/2020,Andhra Pradesh,181144,179126,2018,May
199,12/05/2020,Andhra Pradesh,191874,189823,2051,May
200,13/05/2020,Andhra Pradesh,201196,199059,2137,May
201,14/05/2020,Andhra Pradesh,210452,208247,2100,May
202,15/05/2020,Andhra Pradesh,219490,217183,2157,May
203,17/05/2020,Andhra Pradesh,238998,236618,2230,May
204,18/05/2020,Andhra Pradesh,248771,246279,2282,May
205,19/05/2020,Andhra Pradesh,258450,255961,2339,May
206,20/05/2020,Andhra Pradesh,267612,265052,2407,May
207,21/05/2020,Andhra Pradesh,275704,273099,2452,May
208,22/05/2020,Andhra Pradesh,284119,281452,2514,May
209,23/05/2020,Andhra Pradesh,292969,290255,2561,May
210,24/05/2020,Andhra Pradesh,304326,301529,2627,May
211,25/05/2020,Andhra Pradesh,314566,311680,2671,May
212,26/05/2020,Andhra Pradesh,322714,319731,2719,May
213,27/05/2020,Andhra Pradesh,332378,329261,2787,May
214,28/05/2020,Andhra Pradesh,342236,338991,2841,May
215,29/05/2020,Andhra Pradesh,353874,350544,2874,May
216,30/05/2020,Andhra Pradesh,363378,359917,2944,May
217,31/05/2020,Andhra Pradesh,372748,369177,3045,May
218,1/06/2020,Andhra Pradesh,383315,379639,3118,June
219,2/06/2020,Andhra Pradesh,395681,391890,3200,June
220,3/06/2020,Andhra Pradesh,403747,399776,3279,June
221,4/06/2020,Andhra Pradesh,413733,409621,3377,June
222,5/06/2020,Andhra Pradesh,423564,419314,3427,June
223,6/06/2020,Andhra Pradesh,436335,431875,3588,June
224,7/06/2020,Andhra Pradesh,454030,449371,3718,June
225,8/06/2020,Andhra Pradesh,468276,463463,3843,June
226,9/06/2020,Andhra Pradesh,483361,478332,3990,June
227,10/06/2020,Andhra Pradesh,498716,493469,4126,June
228,11/06/2020,Andhra Pradesh,510318,504889,4261,June
229,12/06/2020,Andhra Pradesh,522093,516457,4402,June
230,13/06/2020,Andhra Pradesh,536570,530712,4588,June
231,14/06/2020,Andhra Pradesh,552202,546050,4841,June
232,15/06/2020,Andhra Pradesh,567375,560919,5087,June
233,16/06/2020,Andhra Pradesh,583286,576566,5280,June
234,17/06/2020,Andhra Pradesh,598474,591403,5555,June
235,18/06/2020,Andhra Pradesh,612397,604901,5854,June
236,19/06/2020,Andhra Pradesh,630006,622045,7961,June
237,20/06/2020,Andhra Pradesh,652377,643925,8452,June
238,21/06/2020,Andhra Pradesh,676828,667899,8929,June
239,22/06/2020,Andhra Pradesh,693548,684176,9372,June
240,23/06/2020,Andhra Pradesh,714187,704353,9834,June
241,24/06/2020,Andhra Pradesh,750234,739903,10331,June
242,25/06/2020,Andhra Pradesh,769319,758435,10884,June
243,26/06/2020,Andhra Pradesh,791624,780135,11489,June
244,27/06/2020,Andhra Pradesh,816082,803797,12285,June
245,28/06/2020,Andhra Pradesh,841860,828762,13098,June
246,29/06/2020,Andhra Pradesh,872076,858185,13891,June
247,30/06/2020,Andhra Pradesh,890190,875595,14595,June
248,1/07/2020,Andhra Pradesh,918429,903177,15252,July
249,2/07/2020,Andhra Pradesh,932713,916616,16097,July
250,3/07/2020,Andhra Pradesh,971611,954677,16934,July
251,4/07/2020,Andhra Pradesh,996573,978874,17699,July
252,5/07/2020,Andhra Pradesh,1017140,998443,18697,July
253,6/07/2020,Andhra Pradesh,1033852,1013833,20019,July
254,7/07/2020,Andhra Pradesh,1050090,1028897,21197,July
255,8/07/2020,Andhra Pradesh,1077733,1055474,22259,July
256,9/07/2020,Andhra Pradesh,1094615,1070801,23814,July
257,10/07/2020,Andhra Pradesh,1115635,1090213,25422,July
258,11/07/2020,Andhra Pradesh,1136225,1108990,27235,July
259,12/07/2020,Andhra Pradesh,1153849,1124681,29168,July
260,13/07/2020,Andhra Pradesh,1173096,1141993,31103,July
261,14/07/2020,Andhra Pradesh,1195766,1162747,33019,July
262,15/07/2020,Andhra Pradesh,1217963,1182512,35451,July
263,16/07/2020,Andhra Pradesh,1240267,1202223,38044,July
264,17/07/2020,Andhra Pradesh,1260512,1219866,40646,July
265,18/07/2020,Andhra Pradesh,1284384,1239775,44609,July
266,19/07/2020,Andhra Pradesh,1315532,1265882,49650,July
267,20/07/2020,Andhra Pradesh,1349112,1295388,53724,July
268,21/07/2020,Andhra Pradesh,1386274,1327606,58668,July
269,22/07/2020,Andhra Pradesh,1435827,1371114,64713,July
270,23/07/2020,Andhra Pradesh,1493879,1421168,72711,July
271,24/07/2020,Andhra Pradesh,1541993,1461135,80858,July
272,25/07/2020,Andhra Pradesh,1595674,1507003,88671,July
273,26/07/2020,Andhra Pradesh,1643319,1547021,96298,July
274,27/07/2020,Andhra Pradesh,1686446,1584097,102349,July
275,28/07/2020,Andhra Pradesh,1749425,1639128,110297,July
276,29/07/2020,Andhra Pradesh,1820009,1699619,120390,July
277,30/07/2020,Andhra Pradesh,1890077,1759520,130557,July
278,31/07/2020,Andhra Pradesh,1951776,1810843,140933,July
279,1/08/2020,Andhra Pradesh,2012573,1862364,150209,August
280,2/08/2020,Andhra Pradesh,2065407,1906643,158764,August
281,3/08/2020,Andhra Pradesh,2110923,1944337,166586,August
282,4/08/2020,Andhra Pradesh,2175070,1998737,176333,August
283,5/08/2020,Andhra Pradesh,2235646,2049185,186461,August
284,6/08/2020,Andhra Pradesh,2299332,2102543,196789,August
285,7/08/2020,Andhra Pradesh,2362270,2155310,206960,August
286,8/08/2020,Andhra Pradesh,2424393,2207353,217040,August
287,9/08/2020,Andhra Pradesh,2487305,2259445,227860,August
288,10/08/2020,Andhra Pradesh,2534304,2298779,235525,August
289,11/08/2020,Andhra Pradesh,2592619,2348070,,August
290,12/08/2020,Andhra Pradesh,2649767,2395621,,August
291,13/08/2020,Andhra Pradesh,2705459,2441317,,August
292,14/08/2020,Andhra Pradesh,2758485,2485400,,August
293,15/08/2020,Andhra Pradesh,2812197,2530380,,August
294,16/08/2020,Andhra Pradesh,2860943,2571114,,August
295,17/08/2020,Andhra Pradesh,2905521,2608912,,August
296,18/08/2020,Andhra Pradesh,2961611,2658245,,August
297,19/08/2020,Andhra Pradesh,3019296,2703293,,August
298,20/08/2020,Andhra Pradesh,3074847,2749451,,August
299,21/08/2020,Andhra Pradesh,3129857,2794917,,August
300,22/08/2020,Andhra Pradesh,3191326,2846110,,August
301,23/08/2020,Andhra Pradesh,3238038,2884927,,August
302,24/08/2020,Andhra Pradesh,3292501,2930789,,August
303,25/08/2020,Andhra Pradesh,3356852,2985213,,August
304,26/08/2020,Andhra Pradesh,3418690,3036221,,August
305,27/08/2020,Andhra Pradesh,3479990,3086900,,August
306,28/08/2020,Andhra Pradesh,3541321,3137705,,August
307,29/08/2020,Andhra Pradesh,3603345,3189181,,August
308,30/08/2020,Andhra Pradesh,3666422,3241655,,August
309,31/08/2020,Andhra Pradesh,3722912,3288141,,August
310,1/09/2020,Andhra Pradesh,3782746,3337607,,September
311,2/09/2020,Andhra Pradesh,3843550,3388019,,September
312,3/09/2020,Andhra Pradesh,3905775,3442940,,September
313,4/09/2020,Andhra Pradesh,3965694,3492083,,September
314,5/09/2020,Andhra Pradesh,4035317,3547986,,September
315,6/09/2020,Andhra Pradesh,4107890,3612660,,September
316,7/09/2020,Andhra Pradesh,4166077,3659584,,September
317,8/09/2020,Andhra Pradesh,4237070,3719976,,September
318,9/09/2020,Andhra Pradesh,4308762,3781250,,September
319,10/09/2020,Andhra Pradesh,4380991,3843304,,September
320,11/09/2020,Andhra Pradesh,4452128,3904442,,September
321,12/09/2020,Andhra Pradesh,4527593,3970006,,September
322,13/09/2020,Andhra Pradesh,4599826,4032703,,September
323,14/09/2020,Andhra Pradesh,4661355,4086276,,September
324,15/09/2020,Andhra Pradesh,4731866,4147941,,September
325,16/09/2020,Andhra Pradesh,4806879,4214119,,September
326,17/09/2020,Andhra Pradesh,4884371,4282909,,September
327,18/09/2020,Andhra Pradesh,4959081,4349523,,September
328,19/09/2020,Andhra Pradesh,5033676,,,September
329,20/09/2020,Andhra Pradesh,5104131,,,September
330,21/09/2020,Andhra Pradesh,5160700,4528951,,September
331,22/09/2020,Andhra Pradesh,5229529,4590227,,September
332,23/09/2020,Andhra Pradesh,5302367,4655837,,September
333,24/09/2020,Andhra Pradesh,5378367,4723982,,September
334,25/09/2020,Andhra Pradesh,5447796,4786338,,September
335,26/09/2020,Andhra Pradesh,5523786,4855035,,September
336,27/09/2020,Andhra Pradesh,5600202,4924528,,September
337,28/09/2020,Andhra Pradesh,5666323,4985162,,September
338,29/09/2020,Andhra Pradesh,5734752,5047401,,September
339,30/09/2020,Andhra Pradesh,5806558,5113074,,September
340,1/10/2020,Andhra Pradesh,5878135,5177900,,October
341,2/10/2020,Andhra Pradesh,5948534,5241744,,October
342,3/10/2020,Andhra Pradesh,6021395,5308381,,October
343,4/10/2020,Andhra Pradesh,6094206,,,October
344,5/10/2020,Andhra Pradesh,6150351,5426839,,October
345,6/10/2020,Andhra Pradesh,6216240,5486933,,October
346,7/10/2020,Andhra Pradesh,6283009,5548582,,October
347,8/10/2020,Andhra Pradesh,6349953,5610234,,October
348,9/10/2020,Andhra Pradesh,6420474,5675610,,October
349,10/10/2020,Andhra Pradesh,6494099,,,October
350,11/10/2020,Andhra Pradesh,6569616,5813889,,October
351,12/10/2020,Andhra Pradesh,6630728,5871777,,October
352,13/10/2020,Andhra Pradesh,6702810,5939237,,October
353,14/10/2020,Andhra Pradesh,6772273,6004808,,October
354,15/10/2020,Andhra Pradesh,6846040,6074537,,October
355,16/10/2020,Andhra Pradesh,6920377,6144907,,October
356,17/10/2020,Andhra Pradesh,6991258,6212112,,October
357,18/10/2020,Andhra Pradesh,7066203,6283071,,October
358,19/10/2020,Andhra Pradesh,7127533,6341483,,October
359,20/10/2020,Andhra Pradesh,7196628,6407075,,October
360,21/10/2020,Andhra Pradesh,7271050,6477751,,October
361,22/10/2020,Andhra Pradesh,7347776,6550857,,October
362,23/10/2020,Andhra Pradesh,7428014,6627330,,October
363,24/10/2020,Andhra Pradesh,7502933,,,October
364,25/10/2020,Andhra Pradesh,7570352,,,October
365,26/10/2020,Andhra Pradesh,7621896,,,October
366,27/10/2020,Andhra Pradesh,7696653,6884828,,October
367,9/04/2020,Arunachal Pradesh,206,185,1,April
368,14/04/2020,Arunachal Pradesh,280,250,1,April
369,17/04/2020,Arunachal Pradesh,363,338,1,April
370,18/04/2020,Arunachal Pradesh,389,358,1,April
371,20/04/2020,Arunachal Pradesh,439,405,1,April
372,21/04/2020,Arunachal Pradesh,454,433,1,April
373,22/04/2020,Arunachal Pradesh,496,441,2,April
374,24/04/2020,Arunachal Pradesh,526,508,2,April
375,26/04/2020,Arunachal Pradesh,568,529,2,April
376,27/04/2020,Arunachal Pradesh,584,566,2,April
377,28/04/2020,Arunachal Pradesh,610,581,2,April
378,29/04/2020,Arunachal Pradesh,662,595,2,April
379,30/04/2020,Arunachal Pradesh,694,656,2,April
380,1/05/2020,Arunachal Pradesh,724,692,2,May
381,3/05/2020,Arunachal Pradesh,810,761,2,May
382,4/05/2020,Arunachal Pradesh,869,762,2,May
383,5/05/2020,Arunachal Pradesh,970,814,2,May
384,6/05/2020,Arunachal Pradesh,1039,857,2,May
385,7/05/2020,Arunachal Pradesh,1144,952,2,May
386,8/05/2020,Arunachal Pradesh,1354,1015,2,May
387,9/05/2020,Arunachal Pradesh,1597,1266,2,May
388,10/05/2020,Arunachal Pradesh,1823,1363,2,May
389,11/05/2020,Arunachal Pradesh,2078,1538,2,May
390,12/05/2020,Arunachal Pradesh,2257,1798,2,May
391,13/05/2020,Arunachal Pradesh,2483,1902,2,May
392,14/05/2020,Arunachal Pradesh,2677,2233,2,May
393,15/05/2020,Arunachal Pradesh,2942,2546,2,May
394,16/05/2020,Arunachal Pradesh,3163,2861,2,May
395,17/05/2020,Arunachal Pradesh,3349,2966,2,May
396,18/05/2020,Arunachal Pradesh,3662,3166,2,May
397,19/05/2020,Arunachal Pradesh,3941,3392,2,May
398,20/05/2020,Arunachal Pradesh,4157,3710,2,May
399,21/05/2020,Arunachal Pradesh,4438,3963,2,May
400,22/05/2020,Arunachal Pradesh,4844,4211,2,May
401,23/05/2020,Arunachal Pradesh,5206,4340,2,May
402,24/05/2020,Arunachal Pradesh,5428,4552,2,May
403,25/05/2020,Arunachal Pradesh,5997,4941,2,May
404,26/05/2020,Arunachal Pradesh,6319,5083,2,May
405,27/05/2020,Arunachal Pradesh,6436,5405,2,May
406,28/05/2020,Arunachal Pradesh,6984,5677,3,May
407,29/05/2020,Arunachal Pradesh,7488,6268,3,May
408,30/05/2020,Arunachal Pradesh,8017,6675,4,May
409,31/05/2020,Arunachal Pradesh,8283,7012,4,May
410,1/06/2020,Arunachal Pradesh,8768,7528,22,June
411,2/06/2020,Arunachal Pradesh,9079,7806,28,June
412,3/06/2020,Arunachal Pradesh,9551,7927,38,June
413,4/06/2020,Arunachal Pradesh,10025,8552,43,June
414,5/06/2020,Arunachal Pradesh,10790,8877,46,June
415,6/06/2020,Arunachal Pradesh,11261,9350,49,June
416,7/06/2020,Arunachal Pradesh,11516,9921,51,June
417,8/06/2020,Arunachal Pradesh,12012,10376,57,June
418,9/06/2020,Arunachal Pradesh,12455,10642,57,June
419,10/06/2020,Arunachal Pradesh,13035,11420,61,June
420,11/06/2020,Arunachal Pradesh,13479,11754,67,June
421,12/06/2020,Arunachal Pradesh,14047,12119,87,June
422,13/06/2020,Arunachal Pradesh,14518,12817,88,June
423,15/06/2020,Arunachal Pradesh,15453,13610,95,June
424,16/06/2020,Arunachal Pradesh,16158,14339,99,June
425,17/06/2020,Arunachal Pradesh,16630,14698,103,June
426,18/06/2020,Arunachal Pradesh,16630,14698,103,June
427,19/06/2020,Arunachal Pradesh,18008,14698,135,June
428,20/06/2020,Arunachal Pradesh,18521,16827,135,June
429,21/06/2020,Arunachal Pradesh,19154,17100,139,June
430,22/06/2020,Arunachal Pradesh,19799,18123,148,June
431,23/06/2020,Arunachal Pradesh,20398,18571,158,June
432,24/06/2020,Arunachal Pradesh,20938,18979,160,June
433,25/06/2020,Arunachal Pradesh,21274,19298,172,June
434,26/06/2020,Arunachal Pradesh,21890,19877,174,June
435,27/06/2020,Arunachal Pradesh,22623,20209,177,June
436,28/06/2020,Arunachal Pradesh,23011,20673,182,June
437,29/06/2020,Arunachal Pradesh,23709,21408,187,June
438,30/06/2020,Arunachal Pradesh,24237,21766,191,June
439,1/07/2020,Arunachal Pradesh,24856,22443,195,July
440,2/07/2020,Arunachal Pradesh,25440,23025,232,July
441,3/07/2020,Arunachal Pradesh,25917,23486,252,July
442,4/07/2020,Arunachal Pradesh,26569,24025,259,July
443,5/07/2020,Arunachal Pradesh,26808,24466,269,July
444,6/07/2020,Arunachal Pradesh,27645,24900,270,July
445,7/07/2020,Arunachal Pradesh,28072,25649,276,July
446,8/07/2020,Arunachal Pradesh,28581,25996,287,July
447,9/07/2020,Arunachal Pradesh,29232,26707,302,July
448,10/07/2020,Arunachal Pradesh,29834,28023,335,July
449,11/07/2020,Arunachal Pradesh,30922,28711,341,July
450,12/07/2020,Arunachal Pradesh,31520,29296,359,July
451,13/07/2020,Arunachal Pradesh,32691,30725,387,July
452,14/07/2020,Arunachal Pradesh,33807,31688,462,July
453,15/07/2020,Arunachal Pradesh,34619,32450,491,July
454,16/07/2020,Arunachal Pradesh,35430,33222,543,July
455,17/07/2020,Arunachal Pradesh,36426,34040,609,July
456,18/07/2020,Arunachal Pradesh,38042,35471,650,July
