,Date,State,TotalSamples,Negative,Positive,month
3472,5/05/2020,Madhya Pradesh,54595,48931,3049,May
3473,6/05/2020,Madhya Pradesh,54595,51479,3138,May
3474,7/05/2020,Madhya Pradesh,61020,55002,3252,May
3475,8/05/2020,Madhya Pradesh,63705,57528,3341,May
3476,9/05/2020,Madhya Pradesh,68010,61629,3457,May
3477,10/05/2020,Madhya Pradesh,72069,65436,3614,May
3478,11/05/2020,Madhya Pradesh,76039,69187,3785,May
3479,12/05/2020,Madhya Pradesh,80885,73761,3986,May
3480,13/05/2020,Madhya Pradesh,85903,77738,4173,May
3481,14/05/2020,Madhya Pradesh,89760,82028,4426,May
3482,15/05/2020,Madhya Pradesh,93849,85879,4595,May
3483,16/05/2020,Madhya Pradesh,99677,91393,4790,May
3484,17/05/2020,Madhya Pradesh,103898,95355,4977,May
3485,18/05/2020,Madhya Pradesh,112168,100469,5236,May
3486,19/05/2020,Madhya Pradesh,116473,104348,5465,May
3487,20/05/2020,Madhya Pradesh,120737,108744,5735,May
3488,21/05/2020,Madhya Pradesh,125608,112947,5981,May
3489,22/05/2020,Madhya Pradesh,129060,116835,6170,May
3490,23/05/2020,Madhya Pradesh,132769,121033,6371,May
3491,24/05/2020,Madhya Pradesh,135889,124549,6665,May
3492,25/05/2020,Madhya Pradesh,138584,128267,6859,May
3493,26/05/2020,Madhya Pradesh,141508,131415,7024,May
3494,27/05/2020,Madhya Pradesh,146144,134774,7261,May
3495,28/05/2020,Madhya Pradesh,151182,138387,7453,May
3496,29/05/2020,Madhya Pradesh,155436,142383,7645,May
3497,30/05/2020,Madhya Pradesh,161552,146616,7891,May
3498,31/05/2020,Madhya Pradesh,167808,151793,8089,May
3499,1/06/2020,Madhya Pradesh,172019,157790,8283,June
3500,2/06/2020,Madhya Pradesh,177481,163100,8420,June
3501,3/06/2020,Madhya Pradesh,183662,168219,8588,June
3502,4/06/2020,Madhya Pradesh,189252,173392,8762,June
3503,5/06/2020,Madhya Pradesh,195249,179234,8996,June
3504,6/06/2020,Madhya Pradesh,200913,184202,9228,June
3505,7/06/2020,Madhya Pradesh,208514,190155,9401,June
3506,8/06/2020,Madhya Pradesh,215194,196497,9638,June
3507,9/06/2020,Madhya Pradesh,220936,203131,9849,June
3508,10/06/2020,Madhya Pradesh,228042,210081,10049,June
3509,11/06/2020,Madhya Pradesh,233740,217860,10241,June
3510,12/06/2020,Madhya Pradesh,241461,224064,10443,June
3511,13/06/2020,Madhya Pradesh,246973,231123,10641,June
3512,14/06/2020,Madhya Pradesh,252762,236649,10802,June
3513,15/06/2020,Madhya Pradesh,258040,242117,10935,June
3514,16/06/2020,Madhya Pradesh,263983,247196,11083,June
3515,17/06/2020,Madhya Pradesh,271205,253474,11244,June
3516,18/06/2020,Madhya Pradesh,277451,260395,11426,June
3517,19/06/2020,Madhya Pradesh,282674,267247,11582,June
3518,20/06/2020,Madhya Pradesh,290831,273628,11724,June
3519,21/06/2020,Madhya Pradesh,296943,280480,11903,June
3520,22/06/2020,Madhya Pradesh,302673,286516,12078,June
3521,23/06/2020,Madhya Pradesh,307812,291733,12261,June
3522,24/06/2020,Madhya Pradesh,314978,298712,12448,June
3523,25/06/2020,Madhya Pradesh,321595,305182,12595,June
3524,26/06/2020,Madhya Pradesh,329079,312463,12798,June
3525,27/06/2020,Madhya Pradesh,337041,320258,12965,June
3526,28/06/2020,Madhya Pradesh,344836,327832,13186,June
3527,29/06/2020,Madhya Pradesh,353612,336424,13370,June
3528,30/06/2020,Madhya Pradesh,365467,346060,13593,June
3529,1/07/2020,Madhya Pradesh,372811,355136,13861,July
3530,2/07/2020,Madhya Pradesh,380655,362735,14106,July
3531,3/07/2020,Madhya Pradesh,389180,371069,14297,July
3532,4/07/2020,Madhya Pradesh,398329,379911,14604,July
3533,5/07/2020,Madhya Pradesh,407882,389138,14930,July
3534,6/07/2020,Madhya Pradesh,417402,398304,15284,July
3535,7/07/2020,Madhya Pradesh,427143,407702,15627,July
3536,8/07/2020,Madhya Pradesh,437930,418080,16036,July
3537,9/07/2020,Madhya Pradesh,449680,429525,16341,July
3538,10/07/2020,Madhya Pradesh,460941,440470,16657,July
3539,11/07/2020,Madhya Pradesh,474461,453446,17201,July
3540,12/07/2020,Madhya Pradesh,486176,465270,17632,July
3541,13/07/2020,Madhya Pradesh,509223,486956,18207,July
3542,14/07/2020,Madhya Pradesh,521700,498635,19005,July
3543,15/07/2020,Madhya Pradesh,540483,516780,19643,July
3544,16/07/2020,Madhya Pradesh,553082,528644,20378,July
3545,17/07/2020,Madhya Pradesh,567364,542222,21082,July
3546,18/07/2020,Madhya Pradesh,583655,557831,21763,July
3547,19/07/2020,Madhya Pradesh,599640,572979,22600,July
3548,20/07/2020,Madhya Pradesh,615862,588491,23310,July
3549,21/07/2020,Madhya Pradesh,631067,602911,24095,July
3550,22/07/2020,Madhya Pradesh,645003,616100,24842,July
3551,23/07/2020,Madhya Pradesh,658869,629334,25474,July
3552,24/07/2020,Madhya Pradesh,670155,639884,26210,July
3553,25/07/2020,Madhya Pradesh,684419,653432,26926,July
3554,26/07/2020,Madhya Pradesh,698171,666310,27800,July
3555,27/07/2020,Madhya Pradesh,711982,679332,28589,July
3556,28/07/2020,Madhya Pradesh,724673,691395,29217,July
3557,29/07/2020,Madhya Pradesh,738986,704791,30134,July
3558,30/07/2020,Madhya Pradesh,752924,717895,30968,July
3559,31/07/2020,Madhya Pradesh,767571,731704,31806,July
3560,1/08/2020,Madhya Pradesh,783769,747094,32614,August
3561,2/08/2020,Madhya Pradesh,799500,761904,33535,August
3562,3/08/2020,Madhya Pradesh,812362,774016,34285,August
3563,4/08/2020,Madhya Pradesh,825723,786580,35082,August
3564,5/08/2020,Madhya Pradesh,838041,798246,35734,August
3565,6/08/2020,Madhya Pradesh,846484,805859,36564,August
3566,7/08/2020,Madhya Pradesh,859921,818562,37298,August
3567,8/08/2020,Madhya Pradesh,874678,832460,38157,August
3568,9/08/2020,Madhya Pradesh,891698,848394,39025,August
3569,10/08/2020,Madhya Pradesh,909926,865756,39891,August
3570,11/08/2020,Madhya Pradesh,931143,886130,,August
3571,12/08/2020,Madhya Pradesh,951822,905939,,August
3572,13/08/2020,Madhya Pradesh,972046,925149,,August
3573,14/08/2020,Madhya Pradesh,992172,944479,,August
3574,15/08/2020,Madhya Pradesh,1013332,964620,44433,August
3575,16/08/2020,Madhya Pradesh,1035343,985609,,August
3576,17/08/2020,Madhya Pradesh,1055205,1004541,,August
3577,18/08/2020,Madhya Pradesh,1072575,1020921,47375,August
3578,19/08/2020,Madhya Pradesh,1089939,1037309,,August
3579,20/08/2020,Madhya Pradesh,1111158,1057376,,August
3580,21/08/2020,Madhya Pradesh,1133826,1078907,50640,August
3581,22/08/2020,Madhya Pradesh,1158510,1102365,,August
3582,23/08/2020,Madhya Pradesh,1181280,1123872,,August
3583,24/08/2020,Madhya Pradesh,1203705,1145005,,August
3584,25/08/2020,Madhya Pradesh,1226559,1166480,,August
3585,26/08/2020,Madhya Pradesh,1248021,1186878,,August
3586,27/08/2020,Madhya Pradesh,1271846,1209386,,August
3587,28/08/2020,Madhya Pradesh,1297699,1233987,,August
3588,29/08/2020,Madhya Pradesh,1324851,1259697,,August
3589,30/08/2020,Madhya Pradesh,1349814,1283102,,August
3590,31/08/2020,Madhya Pradesh,1377427,1309183,,August
3591,1/09/2020,Madhya Pradesh,1398277,1328508,,September
3592,2/09/2020,Madhya Pradesh,1419750,1348557,,September
3593,3/09/2020,Madhya Pradesh,1443477,1370612,,September
3594,4/09/2020,Madhya Pradesh,1469459,1394936,,September
3595,5/09/2020,Madhya Pradesh,1494848,1418689,,September
3596,6/09/2020,Madhya Pradesh,1519014,1441161,,September
3597,7/09/2020,Madhya Pradesh,1541356,1461618,,September
3598,8/09/2020,Madhya Pradesh,1563953,1482351,,September
3599,9/09/2020,Madhya Pradesh,1587945,1504474,,September
3600,10/09/2020,Madhya Pradesh,1611639,1525981,,September
3601,11/09/2020,Madhya Pradesh,1635070,1547172,,September
3602,12/09/2020,Madhya Pradesh,1658175,1567930,,September
3603,13/09/2020,Madhya Pradesh,1680074,1587548,,September
3604,14/09/2020,Madhya Pradesh,1700929,1605920,,September
3605,15/09/2020,Madhya Pradesh,1721188,1623856,,September
3606,16/09/2020,Madhya Pradesh,1736474,1636680,,September
3607,17/09/2020,Madhya Pradesh,1762070,1659885,,September
3608,18/09/2020,Madhya Pradesh,1782505,1677768,,September
3609,19/09/2020,Madhya Pradesh,1801714,1694370,,September
3610,20/09/2020,Madhya Pradesh,1822297,1712374,,September
3611,21/09/2020,Madhya Pradesh,1844080,1731634,,September
3612,22/09/2020,Madhya Pradesh,1861778,1746788,,September
3613,23/09/2020,Madhya Pradesh,1884858,1767522,,September
3614,24/09/2020,Madhya Pradesh,1904145,1784505,,September
3615,25/09/2020,Madhya Pradesh,1929748,1807881,,September
3616,26/09/2020,Madhya Pradesh,1952747,1828569,,September
3617,27/09/2020,Madhya Pradesh,1971589,1845101,,September
3618,28/09/2020,Madhya Pradesh,1993227,1864782,,September
3619,29/09/2020,Madhya Pradesh,2011959,1881637,,September
3620,30/09/2020,Madhya Pradesh,2035134,1902808,,September
3621,1/10/2020,Madhya Pradesh,2063765,1929398,,October
3622,2/10/2020,Madhya Pradesh,2093269,1956880,,October
3623,3/10/2020,Madhya Pradesh,2117799,1979599,,October
3624,4/10/2020,Madhya Pradesh,2208006,2003105,,October
3625,5/10/2020,Madhya Pradesh,2232079,2025718,,October
3626,6/10/2020,Madhya Pradesh,2257909,2049978,,October
3627,7/10/2020,Madhya Pradesh,2289634,2080064,,October
3628,8/10/2020,Madhya Pradesh,2320430,2109145,,October
3629,9/10/2020,Madhya Pradesh,2348457,2135565,,October
3630,10/10/2020,Madhya Pradesh,2377711,2163203,,October
3631,11/10/2020,Madhya Pradesh,2404153,2188070,,October
3632,12/10/2020,Madhya Pradesh,2428707,2211146,,October
3633,13/10/2020,Madhya Pradesh,2453709,2234685,,October
3634,14/10/2020,Madhya Pradesh,2481194,2261124,,October
3635,15/10/2020,Madhya Pradesh,2508619,2287241,,October
3636,16/10/2020,Madhya Pradesh,2534366,2311636,,October
3637,17/10/2020,Madhya Pradesh,2560849,2336897,,October
3638,18/10/2020,Madhya Pradesh,2585631,2360649,,October
3639,19/10/2020,Madhya Pradesh,2607185,2381188,,October
3640,20/10/2020,Madhya Pradesh,2630278,2403306,,October
3641,21/10/2020,Madhya Pradesh,2656824,2428734,,October
3642,22/10/2020,Madhya Pradesh,2687838,2458703,,October
3643,23/10/2020,Madhya Pradesh,2718925,2488837,,October
3644,24/10/2020,Madhya Pradesh,2750620,2519528,,October
3645,25/10/2020,Madhya Pradesh,2781721,2549678,,October
3646,26/10/2020,Madhya Pradesh,2807820,2575057,,October
3647,5/04/2020,Maharashtra,16008,14837,,April
3648,6/04/2020,Maharashtra,17563,15808,868,April
3649,7/04/2020,Maharashtra,20877,19290,1018,April
3650,9/04/2020,Maharashtra,20877,19290,868,April
3651,10/04/2020,Maharashtra,30000,28865,1135,April
3652,11/04/2020,Maharashtra,31841,30477,1761,April
3653,12/04/2020,Maharashtra,35668,34094,1761,April
3654,13/04/2020,Maharashtra,39725,37964,1996,April
3655,14/04/2020,Maharashtra,41071,39089,2340,April
3656,15/04/2020,Maharashtra,45142,42808,2690,April
3657,16/04/2020,Maharashtra,50882,48198,2916,April
3658,17/04/2020,Maharashtra,55678,52762,3204,April
3659,18/04/2020,Maharashtra,60166,56964,3323,April
3660,19/04/2020,Maharashtra,66796,63476,3651,April
3661,20/04/2020,Maharashtra,71321,67673,4204,April
3662,21/04/2020,Maharashtra,75838,71638,4676,April
3663,22/04/2020,Maharashtra,82304,77638,5229,April
3664,23/04/2020,Maharashtra,89197,83979,5218,April
3665,24/04/2020,Maharashtra,95210,89561,6427,April
3666,25/04/2020,Maharashtra,100912,94485,6817,April
3667,26/04/2020,Maharashtra,107979,101162,7928,April
3668,27/04/2020,Maharashtra,115147,107519,8068,April
3669,28/04/2020,Maharashtra,120620,112552,8590,April
3670,29/04/2020,Maharashtra,128726,120136,9318,April
3671,30/04/2020,Maharashtra,135694,126376,9915,April
3672,1/05/2020,Maharashtra,144159,134244,10498,May
3673,2/05/2020,Maharashtra,151085,140587,11506,May
3674,3/05/2020,Maharashtra,159754,148248,12296,May
3675,4/05/2020,Maharashtra,168374,156078,12974,May
3676,5/05/2020,Maharashtra,175323,162349,14541,May
3677,6/05/2020,Maharashtra,181746,167205,15525,May
3678,7/05/2020,Maharashtra,189220,173838,16758,May
3679,8/05/2020,Maharashtra,200477,183862,17974,May
3680,9/05/2020,Maharashtra,210174,192197,19063,May
3681,10/05/2020,Maharashtra,225524,206481,20228,May
3682,11/05/2020,Maharashtra,218914,193457,23401,May
3683,12/05/2020,Maharashtra,222284,196165,23401,May
3684,13/05/2020,Maharashtra,231061,203536,24427,May
3685,14/05/2020,Maharashtra,240482,211082,25922,May
3686,15/05/2020,Maharashtra,250898,219635,27524,May
3687,16/05/2020,Maharashtra,261815,228956,29100,May
3688,17/05/2020,Maharashtra,274040,238476,30706,May
3689,18/05/2020,Maharashtra,282437,245512,33053,May
3690,19/05/2020,Maharashtra,294272,255065,35058,May
3691,20/05/2020,Maharashtra,307535,265872,37136,May
3692,21/05/2020,Maharashtra,319921,276369,39297,May
3693,22/05/2020,Maharashtra,333087,286157,41642,May
3694,23/05/2020,Maharashtra,348932,299107,44582,May
3695,24/05/2020,Maharashtra,363470,310565,47190,May
3696,25/05/2020,Maharashtra,379185,323937,50231,May
3697,26/05/2020,Maharashtra,390757,333468,52667,May
3698,27/05/2020,Maharashtra,405020,345151,54758,May
3699,28/05/2020,Maharashtra,420473,358253,56948,May
3700,29/05/2020,Maharashtra,434565,369442,59546,May
3701,30/05/2020,Maharashtra,448661,380425,62228,May
3702,31/05/2020,Maharashtra,463177,392516,65168,May
3703,1/06/2020,Maharashtra,472344,399419,67655,June
3704,2/06/2020,Maharashtra,484784,409178,70013,June
3705,3/06/2020,Maharashtra,498577,420644,72300,June
3706,4/06/2020,Maharashtra,511136,430100,74860,June
3707,5/06/2020,Maharashtra,524002,440445,77793,June
3708,6/06/2020,Maharashtra,538009,451764,80229,June
3709,7/06/2020,Maharashtra,553063,463723,82968,June
3710,8/06/2020,Maharashtra,565290,473588,85975,June
3711,9/06/2020,Maharashtra,579294,485144,88528,June
3712,10/06/2020,Maharashtra,595282,497990,90787,June
3713,11/06/2020,Maharashtra,610790,509990,94041,June
3714,12/06/2020,Maharashtra,626521,521942,97648,June
3715,13/06/2020,Maharashtra,643057,535252,101141,June
3716,14/06/2020,Maharashtra,659481,548250,104568,June
3717,15/06/2020,Maharashtra,671348,557161,107958,June
3718,16/06/2020,Maharashtra,686488,569863,110744,June
3719,18/06/2020,Maharashtra,719637,595843,123794,June
3720,19/06/2020,Maharashtra,737597,609968,120504,June
3721,20/06/2020,Maharashtra,756809,624869,124331,June
3722,21/06/2020,Maharashtra,775958,639731,128205,June
3723,22/06/2020,Maharashtra,789016,649446,132075,June
3724,23/06/2020,Maharashtra,804726,662098,142628,June
3725,24/06/2020,Maharashtra,826139,679328,146811,June
3726,25/06/2020,Maharashtra,850410,698587,151823,June
3727,26/06/2020,Maharashtra,873570,717113,156457,June
3728,27/06/2020,Maharashtra,900423,738255,162168,June
3729,28/06/2020,Maharashtra,926934,758546,168388,June
3730,29/06/2020,Maharashtra,946518,773291,173227,June
3731,30/06/2020,Maharashtra,970161,792216,177945,June
3732,1/07/2020,Maharashtra,995343,811657,183686,July
3733,2/07/2020,Maharashtra,1023296,833225,190071,July
3734,3/07/2020,Maharashtra,1052643,856238,196405,July
3735,4/07/2020,Maharashtra,1085160,881344,203816,July
3736,5/07/2020,Maharashtra,1116112,905891,210221,July
3737,6/07/2020,Maharashtra,1138706,922627,216079,July
3738,7/07/2020,Maharashtra,1164860,944044,220816,July
3739,8/07/2020,Maharashtra,1194565,966881,227684,July
3740,9/07/2020,Maharashtra,1225831,990978,234853,July
3741,10/07/2020,Maharashtra,1257564,1014697,242867,July
3742,11/07/2020,Maharashtra,1289325,1037883,251442,July
3743,12/07/2020,Maharashtra,1321715,1062678,259037,July
3744,13/07/2020,Maharashtra,1345128,1079404,265724,July
3745,14/07/2020,Maharashtra,1376203,1103811,272392,July
3746,15/07/2020,Maharashtra,1413185,1132434,280751,July
3747,16/07/2020,Maharashtra,1450129,1161433,288696,July
3748,17/07/2020,Maharashtra,1487738,1190958,296780,July
3749,18/07/2020,Maharashtra,1526037,1220496,305541,July
3750,19/07/2020,Maharashtra,1568229,1252842,315387,July
3751,20/07/2020,Maharashtra,1603802,1279592,324210,July
3752,21/07/2020,Maharashtra,1643981,1311150,332831,July
3753,22/07/2020,Maharashtra,1691546,1348610,342936,July
3754,23/07/2020,Maharashtra,1741992,1389232,352760,July
3755,24/07/2020,Maharashtra,1790610,1428194,362416,July
3756,25/07/2020,Maharashtra,1840445,1468714,371731,July
3757,26/07/2020,Maharashtra,1890256,1508804,381452,July
3758,27/07/2020,Maharashtra,1928333,1538461,389872,July
3759,28/07/2020,Maharashtra,1972346,1574833,397513,July
3760,29/07/2020,Maharashtra,2021437,1613560,407877,July
3761,30/07/2020,Maharashtra,2075528,1656194,419334,July
3762,31/07/2020,Maharashtra,2133720,1705036,428684,July
3763,1/08/2020,Maharashtra,2198423,1759503,438920,August
3764,2/08/2020,Maharashtra,2260160,1811742,448418,August
3765,3/08/2020,Maharashtra,2301514,1844038,457476,August
3766,4/08/2020,Maharashtra,2354414,1888263,466151,August
3767,5/08/2020,Maharashtra,2418299,1941132,477167,August
3768,6/08/2020,Maharashtra,2492194,2003524,488670,August
3769,7/08/2020,Maharashtra,2574594,2074571,500023,August
3770,8/08/2020,Maharashtra,2654681,2141453,513228,August
3771,9/08/2020,Maharashtra,2730285,2204204,526081,August
3772,10/08/2020,Maharashtra,2776849,2241214,535635,August
3773,11/08/2020,Maharashtra,2841240,2294458,546782,August
3774,12/08/2020,Maharashtra,2913686,2353630,560056,August
3775,13/08/2020,Maharashtra,2981077,2409582,571495,August
3776,14/08/2020,Maharashtra,3049468,2464684,584784,August
3777,15/08/2020,Maharashtra,3115716,2519062,596654,August
3778,16/08/2020,Maharashtra,3165550,2557919,607631,August
3779,17/08/2020,Maharashtra,3208735,2592249,616486,August
3780,18/08/2020,Maharashtra,3267625,2641156,626469,August
3781,19/08/2020,Maharashtra,3343052,2701358,641694,August
3782,20/08/2020,Maharashtra,3419643,2763170,656473,August
3783,21/08/2020,Maharashtra,3498166,2826129,672037,August
3784,22/08/2020,Maharashtra,3575566,2887721,687845,August
3785,23/08/2020,Maharashtra,3621321,2923183,698138,August
3786,24/08/2020,Maharashtra,3667937,2958512,709425,August
3787,25/08/2020,Maharashtra,3711123,2994256,716867,August
3788,26/08/2020,Maharashtra,3798306,3063444,734862,August
3789,27/08/2020,Maharashtra,3868755,3118343,750412,August
3790,28/08/2020,Maharashtra,3939761,3175205,764556,August
3791,29/08/2020,Maharashtra,4017175,3236218,780957,August
3792,30/08/2020,Maharashtra,4092620,3293650,798970,August
3793,31/08/2020,Maharashtra,4145123,3333326,811797,August
3794,1/09/2020,Maharashtra,4212148,3391525,820623,September
3795,2/09/2020,Maharashtra,4288999,3447952,841047,September
3796,3/09/2020,Maharashtra,4382985,3520973,862012,September
3797,4/09/2020,Maharashtra,4474971,3592421,882550,September
3798,5/09/2020,Maharashtra,4565368,3662248,903120,September
3799,6/09/2020,Maharashtra,4655545,3728267,927278,September
3800,7/09/2020,Maharashtra,4712017,3768353,943664,September
3801,8/09/2020,Maharashtra,4792351,3828396,963955,September
3802,9/09/2020,Maharashtra,4890086,3898872,991214,September
3803,10/09/2020,Maharashtra,4974558,,,September
3804,11/09/2020,Maharashtra,5072521,4056840,1015681,September
3805,12/09/2020,Maharashtra,5164840,4127075,1037765,September
3806,13/09/2020,Maharashtra,5253676,4193368,1060308,September
3807,14/09/2020,Maharashtra,5321116,4243742,1077374,September
3808,15/09/2020,Maharashtra,5409060,4311204,1097856,September
3809,16/09/2020,Maharashtra,5506276,4385055,1121221,September
3810,17/09/2020,Maharashtra,5604890,4459050,1145840,September
3811,18/09/2020,Maharashtra,5693345,4525849,1167496,September
3812,19/09/2020,Maharashtra,5786147,4598132,1188015,September
3813,20/09/2020,Maharashtra,5872241,4663599,1208642,September
3814,21/09/2020,Maharashtra,5912258,4687878,1224380,September
3815,22/09/2020,Maharashtra,6017284,4774514,1242770,September
3816,23/09/2020,Maharashtra,6106787,4842988,1263799,September
3817,24/09/2020,Maharashtra,6190389,4907426,1282963,September
3818,25/09/2020,Maharashtra,6280788,4980031,1300757,September
3819,26/09/2020,Maharashtra,6376676,5055500,1321176,September
3820,27/09/2020,Maharashtra,6565649,5226417,1339232,September
3821,28/09/2020,Maharashtra,6622384,5271231,1351153,September
3822,29/09/2020,Maharashtra,6698024,5331895,1366129,September
3823,30/09/2020,Maharashtra,6785205,5400759,1384446,September
3824,1/10/2020,Maharashtra,6875451,5474529,1400922,October
3825,2/10/2020,Maharashtra,6960203,5543690,1416513,October
3826,3/10/2020,Maharashtra,7035296,5604435,1430861,October
3827,4/10/2020,Maharashtra,7111204,5667795,1443409,October
3828,5/10/2020,Maharashtra,7169887,5716234,1453653,October
3829,6/10/2020,Maharashtra,7241376,5775465,1465911,October
3830,7/10/2020,Maharashtra,7324188,5843699,1480489,October
3831,8/10/2020,Maharashtra,7404231,5910347,1493884,October
3832,9/10/2020,Maharashtra,7487383,5981365,1506018,October
3833,10/10/2020,Maharashtra,7569447,6052013,1517434,October
3834,11/10/2020,Maharashtra,7643584,6115358,1528226,October
3835,12/10/2020,Maharashtra,7697906,6162591,1535315,October
3836,13/10/2020,Maharashtra,7762005,6218168,1543837,October
3837,14/10/2020,Maharashtra,7838318,6283929,1554389,October
3838,15/10/2020,Maharashtra,7914651,6350036,1564615,October
3839,16/10/2020,Maharashtra,7989693,6413631,1576062,October
3840,17/10/2020,Maharashtra,8069100,6482779,1586321,October
3841,18/10/2020,Maharashtra,8139466,6544085,1595381,October
3842,19/10/2020,Maharashtra,8185778,,,October
3843,20/10/2020,Maharashtra,8251234,6641718,1609516,October
3844,21/10/2020,Maharashtra,8327493,,,October
3845,22/10/2020,Maharashtra,8402559,,,October
3846,23/10/2020,Maharashtra,8479155,,1632544,October
3847,24/10/2020,Maharashtra,8548036,,1638961,October
3848,25/10/2020,Maharashtra,8608928,,,October
3849,26/10/2020,Maharashtra,8645195,,,October
3850,14/04/2020,Manipur,276,,2,April
3851,17/04/2020,Manipur,311,,2,April
3852,24/04/2020,Manipur,402,,2,April
3853,25/04/2020,Manipur,416,,2,April
3854,30/04/2020,Manipur,459,,2,April
3855,1/05/2020,Manipur,461,,2,May
3856,2/05/2020,Manipur,468,,2,May
3857,4/05/2020,Manipur,571,,2,May
3858,7/05/2020,Manipur,684,,2,May
3859,8/05/2020,Manipur,756,,2,May
3860,9/05/2020,Manipur,865,,2,May
3861,10/05/2020,Manipur,1096,,2,May
3862,11/05/2020,Manipur,1337,,2,May
3863,13/05/2020,Manipur,1706,,2,May
3864,15/05/2020,Manipur,1799,,3,May
3865,16/05/2020,Manipur,1900,,4,May
3866,18/05/2020,Manipur,2483,,7,May
3867,20/05/2020,Manipur,3087,,20,May
3868,22/05/2020,Manipur,3721,,26,May
3869,23/05/2020,Manipur,4094,,29,May
3870,25/05/2020,Manipur,5041,,36,May
3871,26/05/2020,Manipur,6233,,39,May
3872,27/05/2020,Manipur,6836,,44,May
3873,28/05/2020,Manipur,7758,,55,May
3874,29/05/2020,Manipur,8596,,59,May
3875,3/06/2020,Manipur,12454,,118,June
3876,5/06/2020,Manipur,14629,,132,June
3877,7/06/2020,Manipur,17028,,172,June
3878,9/06/2020,Manipur,18612,,304,June
3879,10/06/2020,Manipur,19756,,311,June
3880,11/06/2020,Manipur,20528,,366,June
3881,13/06/2020,Manipur,24046,,449,June
3882,14/06/2020,Manipur,25226,,458,June
3883,15/06/2020,Manipur,26458,,490,June
3884,17/06/2020,Manipur,29865,,552,June
3885,18/06/2020,Manipur,30476,,606,June
3886,19/06/2020,Manipur,32093,,681,June
3887,21/06/2020,Manipur,35943,,841,June
3888,22/06/2020,Manipur,38286,,898,June
3889,23/06/2020,Manipur,40829,,921,June
3890,24/06/2020,Manipur,43477,,970,June
3891,25/06/2020,Manipur,45253,,1056,June
3892,27/06/2020,Manipur,48220,,1092,June
3893,29/06/2020,Manipur,49882,,1227,June
3894,2/07/2020,Manipur,53030,,1279,July
3895,3/07/2020,Manipur,53608,,1316,July
3896,4/07/2020,Manipur,54483,,1325,July
3897,6/07/2020,Manipur,56584,,1390,July
3898,7/07/2020,Manipur,57769,,1430,July
3899,9/07/2020,Manipur,59740,,1450,July
3900,10/07/2020,Manipur,60887,,1582,July
3901,11/07/2020,Manipur,61897,,1593,July
3902,12/07/2020,Manipur,63534,,1609,July
3903,15/07/2020,Manipur,65866,,1700,July
3904,17/07/2020,Manipur,68554,,1800,July
3905,18/07/2020,Manipur,70195,,1891,July
3906,19/07/2020,Manipur,71016,,1911,July
3907,20/07/2020,Manipur,71703,,1925,July
3908,21/07/2020,Manipur,73053,,2015,July
3909,22/07/2020,Manipur,73866,,2060,July
3910,23/07/2020,Manipur,74614,,2115,July
3911,24/07/2020,Manipur,75932,,2146,July
3912,25/07/2020,Manipur,76992,,2176,July
3913,26/07/2020,Manipur,78368,,2235,July
3914,27/07/2020,Manipur,80055,,2286,July
3915,28/07/2020,Manipur,80603,,2317,July
3916,29/07/2020,Manipur,83111,,2458,July
3917,31/07/2020,Manipur,85441,,2621,July
3918,3/08/2020,Manipur,89403,,2920,August
3919,4/08/2020,Manipur,90901,,3018,August
3920,5/08/2020,Manipur,92617,,3093,August
3921,6/08/2020,Manipur,94808,,3217,August
3922,7/08/2020,Manipur,96837,,3466,August
3923,8/08/2020,Manipur,98819,,3635,August
3924,9/08/2020,Manipur,101230,,3753,August
3925,10/08/2020,Manipur,103268,,3853,August
3926,11/08/2020,Manipur,104263,,,August
3927,13/08/2020,Manipur,107469,,,August
3928,14/08/2020,Manipur,110026,,4198,August
3929,15/08/2020,Manipur,112780,,4390,August
3930,16/08/2020,Manipur,115041,,4569,August
3931,18/08/2020,Manipur,117299,,4765,August
3932,19/08/2020,Manipur,120135,,,August
3933,20/08/2020,Manipur,122778,,,August
3934,21/08/2020,Manipur,125230,,,August
3935,22/08/2020,Manipur,128468,,,August
3936,23/08/2020,Manipur,131709,,,August
3937,24/08/2020,Manipur,135399,,,August
3938,25/08/2020,Manipur,137384,,,August
3939,26/08/2020,Manipur,140610,,,August
3940,27/08/2020,Manipur,142813,,,August
3941,28/08/2020,Manipur,146140,,,August
3942,29/08/2020,Manipur,149155,,,August
3943,30/08/2020,Manipur,152229,,,August
3944,31/08/2020,Manipur,155216,,,August
3945,1/09/2020,Manipur,158098,,,September
3946,2/09/2020,Manipur,160871,,,September
3947,5/09/2020,Manipur,169093,,,September
3948,6/09/2020,Manipur,172650,,,September
3949,7/09/2020,Manipur,174731,,,September
3950,8/09/2020,Manipur,177002,,,September
3951,10/09/2020,Manipur,183083,,,September
3952,11/09/2020,Manipur,185925,,,September
3953,12/09/2020,Manipur,188526,,,September
3954,13/09/2020,Manipur,190914,,,September
3955,14/09/2020,Manipur,193048,,,September
3956,15/09/2020,Manipur,196010,,,September
3957,16/09/2020,Manipur,198837,,,September
3958,17/09/2020,Manipur,201670,,,September
3959,18/09/2020,Manipur,204871,,,September
3960,19/09/2020,Manipur,206986,,,September
3961,20/09/2020,Manipur,209863,,,September
3962,21/09/2020,Manipur,212175,,,September
3963,22/09/2020,Manipur,215614,,,September
3964,23/09/2020,Manipur,217880,,,September
